Consultant,Category,Professional Fee RM,SST Treatment,Disbursement,Completion Period,Payment Terms,Scope Summary,Methodology,Deliverables,Highest and Best Use,Financial Commercial Viability,Validity Period,Exclusions Limitations,Source File,Notes,Scope Status JSON
,,,,,,,,,,,,,,,,
